"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0O840","2019-07-04 08:00:00","134.000","126.000","1.600","28.900","0.830","994.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.800",""
"C0A890","2019-07-04 08:00:00","40.000","0.000","0.000","26.900","0.910","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.000",""
"C0A660","2019-07-04 08:00:00","97.000","0.000","0.000","26.600","1.000","997.700","-99.000","0.500","-99.000","-99.000","-99.000","26.600","","25.000",""
"C0T9H0","2019-07-04 08:00:00","725.000","310.000","2.100","24.700","0.910","931.200","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","22.400",""
"C0R270","2019-07-04 08:00:00","51.000","137.000","2.000","28.000","1.000","1004.100","-99.000","19.500","-99.000","-99.000","-99.000","28.000","","24.600",""
"C0O980","2019-07-04 08:00:00","18.000","143.000","2.800","30.600","0.710","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.300",""
"C0T9I0","2019-07-04 08:00:00","152.000","217.000","0.600","28.100","0.820","993.100","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","25.300",""
"C0V760","2019-07-04 08:00:00","30.000","122.000","2.000","30.500","0.740","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","25.800",""
"C0AG90","2019-07-04 08:00:00","25.000","0.000","0.100","29.500","0.800","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","27.300",""
"C0R570","2019-07-04 08:00:00","37.000","0.000","0.200","29.000","0.780","1005.800","-99.000","3.500","-99.000","-99.000","-99.000","29.000","","24.700",""
"C0O900","2019-07-04 08:00:00","9.000","141.000","3.200","30.200","0.750","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.000",""
"C0A970","2019-07-04 08:00:00","96.000","235.000","4.300","27.100","0.850","999.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.100",""
"CM0110","2019-07-04 08:00:00","7.000","215.000","2.100","29.600","0.670","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.100",""
"C0X250","2019-07-04 08:00:00","33.000","164.000","2.000","30.500","0.670","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.500",""
"C0K520","2019-07-04 08:00:00","10.000","193.000","3.500","29.000","0.730","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.500",""
"C0Z200","2019-07-04 08:00:00","153.000","134.000","1.000","27.500","0.990","993.100","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.300",""
"C0V740","2019-07-04 08:00:00","60.000","158.000","1.400","27.800","0.840","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","24.500",""
"C0V790","2019-07-04 08:00:00","410.000","43.000","3.300","27.900","0.740","965.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","22.800",""
"C0G860","2019-07-04 08:00:00","45.000","163.000","1.400","30.500","0.610","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","27.100",""
"C0Z250","2019-07-04 08:00:00","1124.000","0.000","0.000","23.300","0.990","889.600","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","20.500",""
"C0K440","2019-07-04 08:00:00","35.000","187.000","4.500","30.900","0.630","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.400",""
"C0T900","2019-07-04 08:00:00","160.000","267.000","0.500","27.500","0.730","990.000","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.400",""
"C0F9V0","2019-07-04 08:00:00","525.000","183.000","2.200","28.000","0.680","952.000","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","24.300",""
"C0UA20","2019-07-04 08:00:00","2619.000","207.000","7.100","12.100","1.000","739.300","-99.000","1.000","-99.000","-99.000","-99.000","12.100","","11.200",""
"C0M850","2019-07-04 08:00:00","695.000","0.000","0.000","23.900","0.810","934.500","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","21.100",""
"C0G790","2019-07-04 08:00:00","27.000","183.000","0.800","30.200","0.680","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.600",""
"C0C620","2019-07-04 08:00:00","19.000","212.000","1.300","29.800","0.730","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.000",""
"C0I360","2019-07-04 08:00:00","300.000","93.000","2.200","26.400","0.790","976.300","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.900",""
"C0R370","2019-07-04 08:00:00","55.000","0.000","0.200","27.000","-99.000","1005.800","-99.000","-99.000","-99.000","-99.000","-99.000","27.000","","24.200",""
"C0M810","2019-07-04 08:00:00","1354.000","262.000","0.800","21.200","0.810","867.100","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","18.800",""
"C0AC80","2019-07-04 08:00:00","40.000","0.000","0.100","27.900","0.840","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.600",""
"CM0140","2019-07-04 08:00:00","26.000","128.000","0.800","30.200","0.640","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","27.200",""
"C0K490","2019-07-04 08:00:00","91.000","6.000","0.300","29.000","0.790","999.400","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","24.500",""
"C0V820","2019-07-04 08:00:00","441.000","44.000","1.200","26.000","0.770","964.500","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","21.900",""
"C0S810","2019-07-04 08:00:00","65.000","352.000","0.700","30.200","0.710","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.400",""
"C0R580","2019-07-04 08:00:00","10.000","117.000","1.500","29.900","1.000","1009.700","-99.000","6.500","-99.000","-99.000","-99.000","29.900","","25.200",""
"C0Z330","2019-07-04 08:00:00","488.000","0.000","0.000","28.600","0.680","957.200","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","23.900",""
"C0E590","2019-07-04 08:00:00","40.000","201.000","1.900","31.000","0.650","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.600",""
"C0D540","2019-07-04 08:00:00","227.000","125.000","0.400","27.000","0.820","984.400","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","24.100",""
"C0K420","2019-07-04 08:00:00","42.000","206.000","2.300","29.400","0.710","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.800",""
"C0Z180","2019-07-04 08:00:00","34.000","6.000","0.500","28.000","0.820","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.800",""
"C0AD10","2019-07-04 08:00:00","27.000","236.000","2.100","30.200","0.640","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","27.400",""
"C0M720","2019-07-04 08:00:00","225.000","145.000","1.400","29.900","0.610","985.200","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.400",""
"C0V450","2019-07-04 08:00:00","51.000","127.000","1.100","28.900","0.990","1004.900","-99.000","1.500","-99.000","-99.000","-99.000","28.900","","24.800",""
"C0R280","2019-07-04 08:00:00","242.000","278.000","1.600","27.200","-99.000","983.200","-99.000","6.500","-99.000","-99.000","-99.000","27.200","","24.600",""
"C0E610","2019-07-04 08:00:00","850.000","211.000","0.900","24.500","0.660","918.000","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0V610","2019-07-04 08:00:00","22.000","122.000","2.600","29.600","1.000","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.600",""
"C0Z310","2019-07-04 08:00:00","59.000","0.000","0.000","27.800","0.990","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.700",""
"C0S700","2019-07-04 08:00:00","507.000","255.000","0.700","31.100","0.560","954.500","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.300",""
"C0T9G0","2019-07-04 08:00:00","605.000","0.000","0.000","26.600","0.980","945.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","23.600",""
"C0U520","2019-07-04 08:00:00","517.000","0.000","0.000","24.900","0.990","954.800","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.100",""
"C0E750","2019-07-04 08:00:00","62.000","218.000","3.000","31.600","0.500","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","29.800",""
"C0R400","2019-07-04 08:00:00","15.000","0.000","0.000","27.900","-99.000","1009.700","-99.000","2.000","-99.000","-99.000","-99.000","27.900","","24.900",""
"C0G660","2019-07-04 08:00:00","27.000","163.000","0.700","29.700","0.740","1008.300","-99.000","0.500","-99.000","-99.000","-99.000","29.700","","25.100",""
"C0W140","2019-07-04 08:00:00","21.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U720","2019-07-04 08:00:00","1260.000","227.000","4.600","25.700","0.560","886.300","-99.000","0.000","10.900","242.000","","25.700","","20.200",""
"C0X150","2019-07-04 08:00:00","18.000","142.000","1.300","31.000","0.840","1009.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.000",""
"C0Z050","2019-07-04 08:00:00","830.000","0.000","0.100","23.100","0.900","921.300","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","20.900",""
"C0I490","2019-07-04 08:00:00","1601.000","0.000","0.000","19.700","0.990","843.200","-99.000","0.000","-99.000","-99.000","-99.000","19.700","","17.500",""
"C0I090","2019-07-04 08:00:00","910.000","80.000","0.700","24.700","0.760","912.400","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","21.800",""
"C0X240","2019-07-04 08:00:00","394.000","125.000","1.200","29.700","0.590","967.500","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.100",""
"C0E850","2019-07-04 08:00:00","104.000","263.000","2.500","30.400","0.610","996.400","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","28.500",""
"C0T9B0","2019-07-04 08:00:00","558.000","0.000","0.000","25.700","0.820","949.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","23.900",""
"C0G650","2019-07-04 08:00:00","34.000","189.000","1.300","29.700","0.750","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.400",""
"C0K580","2019-07-04 08:00:00","26.000","200.000","2.500","29.400","0.690","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.800",""
"C0X050","2019-07-04 08:00:00","25.000","156.000","2.700","30.400","0.660","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","26.100",""
"CM0100","2019-07-04 08:00:00","25.000","242.000","2.100","30.400","0.590","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","29.100",""
"C0AC70","2019-07-04 08:00:00","71.000","0.000","0.000","28.900","0.770","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","26.800",""
"CM0130","2019-07-04 08:00:00","11.000","137.000","3.600","29.200","0.720","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.600",""
"C0W110","2019-07-04 08:00:00","16.000","196.000","4.400","23.800","0.870","1007.200","-99.000","6.500","-99.000","-99.000","-99.000","24.300","","22.200",""
"C0X120","2019-07-04 08:00:00","28.000","145.000","2.400","30.200","0.840","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.400",""
"C0R100","2019-07-04 08:00:00","1006.000","149.000","0.700","23.300","0.860","903.800","-99.000","0.500","-99.000","-99.000","-99.000","23.300","","19.800",""
"C0C700","2019-07-04 08:00:00","151.000","174.000","0.500","29.100","0.690","992.200","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","26.100",""
"C0W130","2019-07-04 08:00:00","18.000","181.000","5.900","27.500","0.920","1006.600","-99.000","2.500","14.400","177.000","","28.000","","27.000",""
"C0F9R0","2019-07-04 08:00:00","20.000","193.000","2.100","30.100","0.800","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","26.800",""
"C0X220","2019-07-04 08:00:00","26.000","160.000","4.200","29.600","0.710","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.300",""
"C0R560","2019-07-04 08:00:00","22.000","116.000","1.700","29.800","0.800","1008.900","-99.000","3.000","-99.000","-99.000","-99.000","29.800","","25.300",""
"C0F9P0","2019-07-04 08:00:00","26.000","198.000","4.000","31.100","0.640","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","28.400",""
"C0O970","2019-07-04 08:00:00","71.000","135.000","2.600","30.400","0.900","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.000",""
"C0F0B0","2019-07-04 08:00:00","311.000","181.000","1.400","29.600","0.610","975.600","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.500",""
"C0R620","2019-07-04 08:00:00","34.000","260.000","2.500","29.300","0.860","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.800",""
"C0C660","2019-07-04 08:00:00","176.000","194.000","1.000","29.300","0.640","989.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.900",""
"C0M740","2019-07-04 08:00:00","15.000","184.000","3.500","30.000","0.690","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","27.100",""
"C0K460","2019-07-04 08:00:00","60.000","192.000","3.200","29.300","0.680","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.200",""
"C0X100","2019-07-04 08:00:00","10.000","134.000","3.400","30.100","0.660","1007.700","-99.000","0.500","-99.000","-99.000","-99.000","30.100","","26.800",""
"C0K560","2019-07-04 08:00:00","117.000","46.000","0.400","29.100","0.760","997.500","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.400",""
"C0R150","2019-07-04 08:00:00","105.000","108.000","1.600","27.700","0.990","998.200","-99.000","1.000","-99.000","-99.000","-99.000","27.700","","24.400",""
"C0S690","2019-07-04 08:00:00","522.000","247.000","1.100","31.600","0.580","951.900","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.600",""
"C0U870","2019-07-04 08:00:00","474.000","0.000","0.000","27.200","0.730","957.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","24.000",""
"C0A520","2019-07-04 08:00:00","48.000","0.000","0.200","28.700","0.870","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","26.300",""
"C0X130","2019-07-04 08:00:00","27.000","151.000","1.900","30.400","0.730","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","25.700",""
"C0V400","2019-07-04 08:00:00","56.000","136.000","2.600","29.900","0.730","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.500",""
"C0UA40","2019-07-04 08:00:00","1121.000","0.000","0.000","21.300","0.900","889.200","-99.000","0.500","-99.000","-99.000","-99.000","21.400","","20.200",""
"C0G720","2019-07-04 08:00:00","50.000","157.000","1.700","28.400","0.760","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.600",""
"C0G890","2019-07-04 08:00:00","24.000","176.000","3.900","30.000","0.720","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","27.000",""
"C0I540","2019-07-04 08:00:00","3344.000","280.000","7.000","8.800","1.000","685.800","-99.000","-99.000","16.500","282.000","","8.800","","7.800",""
"C0K390","2019-07-04 08:00:00","31.000","190.000","3.100","29.500","0.750","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.700",""
"C0T9A0","2019-07-04 08:00:00","498.000","0.000","0.000","26.800","0.990","955.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","23.700",""
"C0X280","2019-07-04 08:00:00","22.000","159.000","2.300","30.000","0.730","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.800",""
"C0V620","2019-07-04 08:00:00","18.000","132.000","2.200","29.600","0.740","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.800",""
"C0H960","2019-07-04 08:00:00","120.000","198.000","2.800","28.300","0.830","994.900","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.400",""
"C0M530","2019-07-04 08:00:00","1385.000","175.000","2.000","21.600","0.780","869.400","-99.000","0.000","-99.000","-99.000","-99.000","21.600","","19.000",""
"C0R170","2019-07-04 08:00:00","26.000","89.000","0.700","29.000","1.000","1008.300","-99.000","1.000","-99.000","-99.000","-99.000","29.200","","24.800",""
"C0I420","2019-07-04 08:00:00","305.000","116.000","0.500","26.500","0.830","976.800","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","23.700",""
"C0A640","2019-07-04 08:00:00","241.000","0.000","0.000","26.300","0.870","984.600","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.100",""
"C0A930","2019-07-04 08:00:00","216.000","307.000","1.900","28.600","1.000","983.100","-99.000","0.000","8.800","277.000","","28.800","","24.600",""
"C0F9M0","2019-07-04 08:00:00","230.000","180.000","2.000","30.100","0.530","983.900","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","27.000",""
"C0AC40","2019-07-04 08:00:00","1079.000","258.000","10.400","21.300","0.950","891.900","-99.000","0.000","17.100","256.000","","21.300","","20.100",""
"C0AI00","2019-07-04 08:00:00","188.000","0.000","0.100","28.400","0.850","988.000","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.500",""
"C0T9M0","2019-07-04 08:00:00","92.000","321.000","2.900","28.600","0.810","999.700","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","25.900",""
"C0K430","2019-07-04 08:00:00","30.000","171.000","4.900","29.400","0.700","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.700",""
"C0Z170","2019-07-04 08:00:00","199.000","0.000","0.200","27.700","0.820","988.800","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","25.700",""
"C0Z100","2019-07-04 08:00:00","36.000","235.000","0.400","28.100","0.850","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.000",""
"C0U710","2019-07-04 08:00:00","1942.000","0.000","0.100","17.500","0.830","808.900","-99.000","1.000","-99.000","-99.000","-99.000","17.500","","15.700",""
"C0V500","2019-07-04 08:00:00","6.000","70.000","0.800","29.000","0.880","1010.200","-99.000","0.500","-99.000","-99.000","-99.000","29.000","","25.700",""
"CM0160","2019-07-04 08:00:00","196.000","270.000","0.300","28.000","0.780","993.300","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","24.400",""
"C0V350","2019-07-04 08:00:00","36.000","13.000","0.900","29.700","1.000","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","23.900",""
"C0W120","2019-07-04 08:00:00","58.000","175.000","7.900","26.900","0.940","1003.500","-99.000","1.000","-99.000","-99.000","-99.000","27.100","","25.700",""
"C0R470","2019-07-04 08:00:00","103.000","15.000","1.100","30.300","0.740","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.500",""
"C0M770","2019-07-04 08:00:00","164.000","174.000","2.100","30.500","0.620","991.100","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.600",""
"C0A9B0","2019-07-04 08:00:00","7.000","0.000","0.000","29.400","0.760","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","27.000",""
"C0F9Y0","2019-07-04 08:00:00","3313.000","217.000","5.300","9.600","1.000","688.500","-99.000","0.500","-99.000","-99.000","-99.000","9.600","","8.300",""
"C0E790","2019-07-04 08:00:00","344.000","190.000","1.900","29.800","0.570","971.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.400",""
"C0O810","2019-07-04 08:00:00","161.000","20.000","1.900","29.000","0.820","995.700","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","23.800",""
"C0R520","2019-07-04 08:00:00","18.000","127.000","1.100","30.900","0.990","1010.500","-99.000","8.500","-99.000","-99.000","-99.000","30.900","","25.700",""
"C0G880","2019-07-04 08:00:00","92.000","133.000","1.400","28.900","0.710","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.300",""
"C0X270","2019-07-04 08:00:00","33.000","143.000","0.800","29.800","0.740","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","24.600",""
"C0R260","2019-07-04 08:00:00","76.000","0.000","0.000","28.600","0.960","1002.500","-99.000","12.000","-99.000","-99.000","-99.000","28.600","","24.400",""
"C0U950","2019-07-04 08:00:00","1012.000","178.000","2.100","23.300","0.940","901.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","20.800",""
"C0O860","2019-07-04 08:00:00","38.000","129.000","2.300","30.200","0.750","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.200",""
"C0X110","2019-07-04 08:00:00","20.000","150.000","3.800","29.500","0.830","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","25.800",""
"C0V310","2019-07-04 08:00:00","46.000","325.000","0.700","29.200","0.740","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.200",""
"C0G620","2019-07-04 08:00:00","110.000","140.000","0.800","30.300","0.790","998.500","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","25.000",""
"C0AD50","2019-07-04 08:00:00","84.000","99.000","1.100","28.600","0.990","1000.100","-99.000","0.500","-99.000","-99.000","-99.000","28.600","","26.300",""
"C0A9A0","2019-07-04 08:00:00","24.000","0.000","0.100","29.100","0.800","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.100",""
"C0O830","2019-07-04 08:00:00","127.000","105.000","1.300","29.100","0.720","996.900","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","24.100",""
"C0S760","2019-07-04 08:00:00","1621.000","328.000","0.600","21.000","0.720","839.800","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","20.000",""
"C0X160","2019-07-04 08:00:00","26.000","117.000","3.500","29.600","0.720","1008.100","-99.000","0.500","-99.000","-99.000","-99.000","29.600","","25.400",""
"C0C490","2019-07-04 08:00:00","157.000","188.000","0.500","28.700","0.770","991.000","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","26.500",""
"C0S740","2019-07-04 08:00:00","289.000","332.000","0.500","30.200","0.640","978.100","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","23.300",""
"C0A940","2019-07-04 08:00:00","49.000","0.000","0.200","27.100","0.950","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.500",""
"C0A920","2019-07-04 08:00:00","196.000","256.000","2.300","28.100","0.810","986.400","-99.000","0.000","9.300","263.000","","28.500","","26.500",""
"C0T870","2019-07-04 08:00:00","135.000","0.000","0.100","26.800","0.900","994.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.700",""
"C0O930","2019-07-04 08:00:00","69.000","54.000","1.100","28.000","0.890","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","24.000",""
"C0C460","2019-07-04 08:00:00","482.000","0.000","0.000","24.400","0.830","956.900","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","22.900",""
"C0E520","2019-07-04 08:00:00","320.000","197.000","0.300","28.100","0.760","974.700","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","24.300",""
"C0T9D0","2019-07-04 08:00:00","7.000","0.000","0.000","27.500","0.990","1009.500","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","25.900",""
"C0I390","2019-07-04 08:00:00","1184.000","88.000","0.900","20.600","0.910","886.600","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","19.200",""
"CM0170","2019-07-04 08:00:00","106.000","81.000","2.500","26.700","0.810","999.100","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","23.800",""
"C0F860","2019-07-04 08:00:00","2215.000","219.000","0.900","15.800","1.000","783.000","-99.000","1.000","-99.000","-99.000","-99.000","15.800","","14.900",""
"C0U890","2019-07-04 08:00:00","116.000","285.000","1.700","27.600","0.910","997.500","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.100",""
"C0G800","2019-07-04 08:00:00","15.000","204.000","4.000","29.400","0.740","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","25.400",""
"C0F850","2019-07-04 08:00:00","379.000","174.000","1.300","27.400","0.680","967.200","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.000",""
"C0AH50","2019-07-04 08:00:00","275.000","235.000","3.600","28.600","0.840","978.200","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","25.600",""
"C0Z160","2019-07-04 08:00:00","124.000","76.000","0.900","27.900","0.810","996.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0K480","2019-07-04 08:00:00","56.000","168.000","2.500","29.000","0.710","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.800",""
"C0H890","2019-07-04 08:00:00","440.000","209.000","0.300","25.400","0.850","961.500","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","23.500",""
"C0S770","2019-07-04 08:00:00","375.000","340.000","0.700","28.700","0.660","967.800","-99.000","0.500","-99.000","-99.000","-99.000","28.700","","23.300",""
"C0X230","2019-07-04 08:00:00","29.000","151.000","3.000","29.800","0.710","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","25.200",""
"C0B010","2019-07-04 08:00:00","38.000","220.000","0.700","27.300","0.940","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.800",""
"C0R490","2019-07-04 08:00:00","49.000","0.000","0.100","27.900","0.830","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.300",""
"C0V440","2019-07-04 08:00:00","27.000","95.000","1.500","28.700","0.770","1007.200","-99.000","1.000","-99.000","-99.000","-99.000","28.700","","24.500",""
"C0Z280","2019-07-04 08:00:00","224.000","294.000","0.400","27.700","0.860","985.200","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","24.700",""
"C0Z070","2019-07-04 08:00:00","247.000","0.000","0.000","25.900","0.990","981.800","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.800",""
"C0K470","2019-07-04 08:00:00","97.000","0.000","0.000","28.900","0.770","999.000","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","23.900",""
"C0H9C0","2019-07-04 08:00:00","3402.000","331.000","0.800","9.700","1.000","679.000","-99.000","1.500","-99.000","-99.000","-99.000","9.700","","8.800",""
"C0U780","2019-07-04 08:00:00","15.000","0.000","0.100","28.800","0.740","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","26.800",""
"C0U760","2019-07-04 08:00:00","22.000","0.000","0.000","27.900","0.990","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.600",""
"C0X290","2019-07-04 08:00:00","10.000","168.000","2.800","29.600","0.750","1009.300","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.000",""
"C0R420","2019-07-04 08:00:00","504.000","66.000","1.400","23.000","-99.000","950.300","-99.000","2.500","-99.000","-99.000","-99.000","23.400","","22.900",""
"C0K330","2019-07-04 08:00:00","38.000","208.000","1.500","29.000","0.710","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","25.200",""
"C0M660","2019-07-04 08:00:00","40.000","182.000","4.600","29.500","0.710","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.900",""
"C0D580","2019-07-04 08:00:00","120.000","309.000","0.500","29.200","0.650","994.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","24.500",""
"C0E810","2019-07-04 08:00:00","53.000","195.000","1.500","30.200","0.670","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","27.600",""
"C0G830","2019-07-04 08:00:00","27.000","184.000","3.400","29.600","0.820","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.900",""
"C0A550","2019-07-04 08:00:00","422.000","0.000","0.000","24.700","1.000","963.300","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.000",""
