"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V640","2019-07-04 03:00:00","35.000","117.000","1.700","26.200","0.870","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.500",""
"C0AH80","2019-07-04 03:00:00","68.000","0.000","0.000","25.400","0.970","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0K250","2019-07-04 03:00:00","12.000","186.000","2.300","26.200","0.840","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.300",""
"C0I410","2019-07-04 03:00:00","180.000","169.000","2.000","26.600","0.770","989.300","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.700",""
"C0M410","2019-07-04 03:00:00","245.000","23.000","0.400","22.500","1.000","980.000","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","22.600",""
"C0F9Z0","2019-07-04 03:00:00","3193.000","207.000","5.100","9.200","0.960","697.400","-99.000","0.000","14.300","183.000","","10.400","","9.500",""
"C0G810","2019-07-04 03:00:00","26.000","150.000","0.600","26.500","0.770","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0U650","2019-07-04 03:00:00","442.000","259.000","0.900","24.400","0.990","960.500","-99.000","0.500","-99.000","-99.000","-99.000","24.700","","24.400",""
"C0D660","2019-07-04 03:00:00","65.000","257.000","3.600","29.800","0.580","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","29.500",""
"C0E540","2019-07-04 03:00:00","32.000","222.000","1.500","28.300","0.670","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.500",""
"C0W170","2019-07-04 03:00:00","42.000","207.000","2.500","26.200","0.920","1002.000","-99.000","0.000","11.300","192.000","","26.300","","26.100",""
"C0Z150","2019-07-04 03:00:00","27.000","231.000","3.200","27.500","0.910","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0S840","2019-07-04 03:00:00","22.000","262.000","1.200","25.500","0.990","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","25.300",""
"C0H9A0","2019-07-04 03:00:00","1595.000","237.000","0.800","18.200","0.870","846.600","-99.000","0.000","-99.000","-99.000","-99.000","19.600","","18.500",""
"C0Z300","2019-07-04 03:00:00","182.000","0.000","0.000","25.200","1.000","990.100","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.400",""
"C0G730","2019-07-04 03:00:00","27.000","174.000","1.900","26.800","0.870","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.600",""
"C0V730","2019-07-04 03:00:00","33.000","37.000","0.300","25.800","0.950","1007.400","-99.000","2.500","-99.000","-99.000","-99.000","25.900","","25.700",""
"C0R280","2019-07-04 03:00:00","242.000","271.000","0.900","24.800","-99.000","982.800","-99.000","6.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0E610","2019-07-04 03:00:00","850.000","219.000","0.900","24.200","0.660","917.300","-99.000","0.000","6.200","212.000","","24.300","","23.700",""
"C0V610","2019-07-04 03:00:00","22.000","98.000","2.000","25.900","1.000","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0Z310","2019-07-04 03:00:00","59.000","338.000","0.700","27.100","0.990","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.900",""
"C0S700","2019-07-04 03:00:00","507.000","0.000","0.200","24.700","0.750","954.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","24.700",""
"C0T9G0","2019-07-04 03:00:00","605.000","13.000","1.000","24.300","0.990","945.200","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"C0U520","2019-07-04 03:00:00","517.000","237.000","0.900","23.200","0.990","954.200","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","23.400",""
"C0E750","2019-07-04 03:00:00","62.000","221.000","4.700","30.700","0.520","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","29.800",""
"C0R400","2019-07-04 03:00:00","15.000","0.000","0.100","26.100","-99.000","1009.400","-99.000","0.500","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0G660","2019-07-04 03:00:00","27.000","153.000","0.300","26.000","0.870","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","25.100",""
"C0W140","2019-07-04 03:00:00","21.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U720","2019-07-04 03:00:00","1260.000","247.000","3.600","24.800","0.570","885.400","-99.000","0.000","8.800","247.000","","24.500","","20.900",""
"C0X150","2019-07-04 03:00:00","18.000","144.000","1.800","26.700","1.000","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.000",""
"C0Z050","2019-07-04 03:00:00","830.000","277.000","0.600","22.400","0.820","920.900","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","20.900",""
"C0I490","2019-07-04 03:00:00","1601.000","27.000","0.700","18.300","0.990","842.800","-99.000","0.000","-99.000","-99.000","-99.000","18.600","","17.500",""
"C0I090","2019-07-04 03:00:00","910.000","58.000","1.000","22.900","0.810","912.100","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0X240","2019-07-04 03:00:00","394.000","199.000","1.100","27.000","0.680","966.900","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.600",""
"C0E850","2019-07-04 03:00:00","104.000","235.000","2.500","30.200","0.560","995.700","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","28.500",""
"C0T9B0","2019-07-04 03:00:00","558.000","255.000","0.900","25.200","0.830","948.600","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0G650","2019-07-04 03:00:00","34.000","0.000","0.000","25.700","0.990","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.400",""
"C0K580","2019-07-04 03:00:00","26.000","177.000","1.600","26.200","0.830","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0X050","2019-07-04 03:00:00","25.000","135.000","2.300","27.700","0.730","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.100",""
"CM0100","2019-07-04 03:00:00","25.000","237.000","2.300","29.400","0.630","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","29.300",""
"C0AC70","2019-07-04 03:00:00","71.000","0.000","0.000","27.500","0.850","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.600",""
"CM0130","2019-07-04 03:00:00","11.000","126.000","3.300","27.000","0.780","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.600",""
"C0W110","2019-07-04 03:00:00","16.000","-99.000","-99.000","22.900","0.890","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0X120","2019-07-04 03:00:00","28.000","132.000","1.800","25.900","0.990","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.600",""
"C0R100","2019-07-04 03:00:00","1006.000","273.000","0.900","20.000","0.990","903.100","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","19.800",""
"C0C700","2019-07-04 03:00:00","151.000","126.000","1.400","26.900","0.860","991.800","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.100",""
"C0W130","2019-07-04 03:00:00","18.000","156.000","5.600","27.800","0.920","1005.600","-99.000","0.500","-99.000","-99.000","-99.000","27.700","","27.200",""
"C0F9R0","2019-07-04 03:00:00","20.000","187.000","2.300","28.600","0.900","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.800",""
"C0V660","2019-07-04 03:00:00","25.000","108.000","1.600","26.300","0.870","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.000",""
"C0G780","2019-07-04 03:00:00","27.000","159.000","1.800","26.600","0.850","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.500",""
"C0C590","2019-07-04 03:00:00","72.000","227.000","3.100","28.200","0.710","999.300","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.700",""
"C0I520","2019-07-04 03:00:00","3860.000","-99.000","-99.000","5.900","0.940","642.300","-99.000","-99.000","-99.000","-99.000","-99.000","6.000","","5.400",""
"C0E530","2019-07-04 03:00:00","341.000","207.000","1.600","27.400","0.650","970.700","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.300",""
"C0M790","2019-07-04 03:00:00","15.000","168.000","1.500","27.300","0.720","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0R130","2019-07-04 03:00:00","1040.000","263.000","1.000","20.400","0.990","897.100","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","20.300",""
"C0AH30","2019-07-04 03:00:00","755.000","122.000","2.000","22.500","0.990","925.700","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","22.200",""
"C0X170","2019-07-04 03:00:00","50.000","132.000","1.500","27.300","0.770","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.000",""
"C0K291","2019-07-04 03:00:00","8.000","161.000","1.300","27.000","0.820","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.000",""
"C0D480","2019-07-04 03:00:00","223.000","0.000","0.000","24.600","0.910","982.500","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","24.200",""
"C0F0C0","2019-07-04 03:00:00","983.000","179.000","2.900","22.300","0.850","903.100","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","20.700",""
"C0U860","2019-07-04 03:00:00","5.000","0.000","0.000","26.000","0.940","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.400",""
"C0UA50","2019-07-04 03:00:00","808.000","292.000","3.200","21.700","0.990","921.700","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0T960","2019-07-04 03:00:00","120.000","160.000","0.500","26.100","0.990","995.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.000",""
"C0SA80","2019-07-04 03:00:00","136.000","258.000","1.400","29.400","0.620","993.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","27.000",""
"C0E780","2019-07-04 03:00:00","160.000","211.000","1.600","28.700","0.620","990.200","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.500",""
"C0F9Q0","2019-07-04 03:00:00","149.000","152.000","1.900","28.200","0.700","991.600","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.800",""
"C0F9X0","2019-07-04 03:00:00","166.000","210.000","2.500","26.200","0.860","992.000","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.200",""
"C0F0D0","2019-07-04 03:00:00","3171.000","158.000","7.700","9.200","1.000","699.300","-99.000","1.000","15.400","168.000","","9.700","","9.000",""
"C0S730","2019-07-04 03:00:00","110.000","258.000","3.000","27.600","0.910","996.100","-99.000","0.000","12.900","205.000","","27.700","","27.500",""
"C0T790","2019-07-04 03:00:00","2830.000","264.000","1.600","11.300","0.930","729.000","-99.000","0.000","10.700","268.000","","11.400","","10.900",""
"C0M830","2019-07-04 03:00:00","540.000","7.000","0.300","21.300","0.990","952.800","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","21.300",""
"C0V750","2019-07-04 03:00:00","50.000","118.000","2.000","27.500","1.000","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.100",""
"C0K530","2019-07-04 03:00:00","12.000","177.000","3.100","27.200","0.780","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.900",""
"C0G850","2019-07-04 03:00:00","62.000","153.000","2.200","27.000","1.000","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.100",""
"C0M780","2019-07-04 03:00:00","30.000","156.000","1.600","27.200","0.760","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0V360","2019-07-04 03:00:00","94.000","179.000","0.900","23.600","0.960","999.600","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.700",""
"C0K510","2019-07-04 03:00:00","10.000","162.000","1.900","27.100","0.770","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.500",""
"C0R380","2019-07-04 03:00:00","2.000","223.000","1.800","24.900","-99.000","1011.300","-99.000","8.500","-99.000","-99.000","-99.000","25.800","","25.400",""
"C0D650","2019-07-04 03:00:00","97.000","227.000","2.800","29.100","0.650","997.300","-99.000","0.000","8.600","238.000","","29.300","","28.800",""
"C0V630","2019-07-04 03:00:00","19.000","114.000","1.100","26.100","0.860","1010.000","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","26.000",""
"C0U910","2019-07-04 03:00:00","17.000","301.000","1.300","27.100","0.890","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.300",""
"C0R220","2019-07-04 04:00:00","23.000","99.000","1.600","25.300","1.000","1008.400","-99.000","7.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0Z220","2019-07-04 04:00:00","589.000","263.000","2.100","23.400","0.990","945.500","-99.000","0.500","-99.000","-99.000","-99.000","24.300","","23.400",""
"C0D560","2019-07-04 04:00:00","147.000","123.000","1.200","26.800","0.810","992.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.300",""
"C0I380","2019-07-04 04:00:00","258.000","105.000","2.900","25.400","0.900","980.000","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.400",""
"C0Z020","2019-07-04 04:00:00","211.000","275.000","0.400","24.200","0.990","985.100","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0Z190","2019-07-04 04:00:00","62.000","264.000","1.100","29.000","0.790","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","27.100",""
"C0C710","2019-07-04 04:00:00","143.000","142.000","0.700","24.900","0.960","992.600","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.900",""
"C0D360","2019-07-04 04:00:00","523.000","0.000","0.000","22.900","0.940","949.900","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","22.900",""
"C0C680","2019-07-04 04:00:00","228.000","80.000","0.800","26.000","0.880","981.500","-99.000","0.500","-99.000","-99.000","-99.000","26.600","","25.900",""
"C0X140","2019-07-04 04:00:00","17.000","132.000","1.000","26.500","0.870","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.200",""
"C0V710","2019-07-04 04:00:00","34.000","92.000","1.500","25.400","1.000","1006.500","-99.000","3.000","-99.000","-99.000","-99.000","26.300","","25.400",""
"C0G840","2019-07-04 04:00:00","32.000","0.000","0.200","26.600","0.820","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.800",""
"C0S890","2019-07-04 04:00:00","238.000","352.000","0.500","24.600","0.950","985.100","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0T820","2019-07-04 04:00:00","550.000","0.000","0.000","22.700","0.970","952.500","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.700",""
"C0F9I0","2019-07-04 04:00:00","194.000","204.000","2.000","25.900","0.870","987.100","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.800",""
"C0C650","2019-07-04 04:00:00","208.000","199.000","0.500","25.600","0.880","985.100","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.300",""
"C0R600","2019-07-04 04:00:00","766.000","62.000","2.000","22.000","0.980","927.300","-99.000","1.000","-99.000","-99.000","-99.000","25.500","","22.000",""
"C0Z320","2019-07-04 04:00:00","646.000","276.000","0.900","21.100","0.960","938.800","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","21.100",""
"C0V210","2019-07-04 04:00:00","734.000","0.000","0.000","20.200","0.960","932.300","-99.000","0.000","-99.000","-99.000","-99.000","20.500","","20.200",""
"C0K240","2019-07-04 04:00:00","1132.000","124.000","2.500","22.500","0.810","891.400","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.000",""
"C0M520","2019-07-04 04:00:00","15.000","152.000","1.800","26.300","0.820","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.300",""
"C0A530","2019-07-04 04:00:00","300.000","0.000","0.100","23.900","0.990","975.600","-99.000","0.500","-99.000","-99.000","-99.000","24.600","","23.900",""
"C0E820","2019-07-04 04:00:00","220.000","177.000","3.000","27.500","0.640","983.500","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.600",""
"C0K450","2019-07-04 04:00:00","35.000","181.000","2.200","26.700","0.770","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.600",""
"C0G760","2019-07-04 04:00:00","53.000","170.000","0.400","26.100","0.990","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.300",""
"CM0120","2019-07-04 04:00:00","4.000","187.000","3.100","27.200","0.740","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.400",""
"C0Z290","2019-07-04 04:00:00","946.000","0.000","0.000","22.500","0.780","907.300","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0V680","2019-07-04 04:00:00","40.000","153.000","2.400","25.700","0.850","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0F9U0","2019-07-04 04:00:00","74.000","113.000","0.500","27.900","0.790","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.000",""
"C0AI10","2019-07-04 04:00:00","76.000","193.000","1.100","25.200","0.970","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.200",""
"C0V530","2019-07-04 04:00:00","34.000","118.000","1.100","26.100","1.000","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0R550","2019-07-04 04:00:00","38.000","79.000","2.000","25.800","1.000","1007.200","-99.000","2.500","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0F9L0","2019-07-04 04:00:00","253.000","189.000","1.000","29.000","0.640","980.600","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","27.900",""
"C0A950","2019-07-04 04:00:00","60.000","287.000","2.300","28.100","0.790","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.700",""
"C0R160","2019-07-04 04:00:00","45.000","160.000","2.500","25.400","0.990","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.900",""
"C0F9S0","2019-07-04 04:00:00","43.000","169.000","1.700","27.700","0.800","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.200",""
"C0M820","2019-07-04 04:00:00","980.000","72.000","0.700","19.300","0.950","905.400","-99.000","0.500","-99.000","-99.000","-99.000","19.400","","19.000",""
"C0G870","2019-07-04 04:00:00","12.000","185.000","1.700","26.300","0.860","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.400",""
"C0R530","2019-07-04 04:00:00","16.000","88.000","3.400","25.400","0.990","1008.600","-99.000","4.500","-99.000","-99.000","-99.000","26.700","","25.400",""
"C0O840","2019-07-04 04:00:00","134.000","119.000","1.500","26.500","0.890","993.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0A890","2019-07-04 04:00:00","40.000","0.000","0.000","25.200","0.990","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0A660","2019-07-04 04:00:00","97.000","0.000","0.000","25.300","1.000","997.400","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.300",""
"C0T9H0","2019-07-04 04:00:00","725.000","53.000","1.500","22.500","0.990","930.800","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","22.500",""
"C0R270","2019-07-04 04:00:00","51.000","100.000","2.200","24.600","1.000","1003.500","-99.000","18.500","-99.000","-99.000","-99.000","26.000","","24.600",""
"C0O980","2019-07-04 04:00:00","18.000","134.000","0.700","25.000","0.950","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.400",""
"C0T9I0","2019-07-04 04:00:00","152.000","212.000","1.100","25.400","0.910","992.900","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.400",""
"C0V760","2019-07-04 04:00:00","30.000","146.000","1.400","26.400","0.860","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.800",""
"C0R570","2019-07-04 04:00:00","37.000","40.000","1.200","24.800","0.960","1005.700","-99.000","3.500","-99.000","-99.000","-99.000","26.100","","24.800",""
"C0O900","2019-07-04 04:00:00","9.000","154.000","1.700","25.500","0.960","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.300",""
"C0AD00","2019-07-04 04:00:00","86.000","193.000","2.000","28.700","0.780","999.100","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.200",""
"C0V700","2019-07-04 04:00:00","24.000","92.000","2.500","26.700","0.830","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.700",""
"C0AH00","2019-07-04 04:00:00","38.000","0.000","0.200","26.300","1.000","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.300",""
"C0X080","2019-07-04 04:00:00","2.000","140.000","2.500","25.600","0.900","1009.200","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.000",""
"CM0150","2019-07-04 04:00:00","11.000","283.000","0.300","26.300","0.790","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.000",""
"C0I480","2019-07-04 04:00:00","2165.000","353.000","0.900","14.500","0.960","790.300","-99.000","0.000","-99.000","-99.000","-99.000","14.800","","14.100",""
"C0A860","2019-07-04 04:00:00","362.000","0.000","0.000","24.100","0.950","968.500","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","24.000",""
"C0U940","2019-07-04 04:00:00","25.000","257.000","1.000","26.300","0.990","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.300",""
"C0V260","2019-07-04 04:00:00","126.000","94.000","1.100","24.700","0.930","996.500","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0H990","2019-07-04 04:00:00","3076.000","215.000","8.500","9.900","0.990","708.100","-99.000","0.000","-99.000","-99.000","-99.000","9.900","","9.000",""
"C0F9K0","2019-07-04 04:00:00","30.000","174.000","3.200","28.300","0.710","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.500",""
"C0AH90","2019-07-04 04:00:00","660.000","0.000","0.000","22.700","0.990","939.200","-99.000","0.500","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0W150","2019-07-04 04:00:00","42.000","0.000","0.000","27.200","0.990","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","27.200",""
"C0F000","2019-07-04 04:00:00","273.000","167.000","0.400","25.600","0.970","977.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0K410","2019-07-04 04:00:00","20.000","188.000","1.900","26.500","0.810","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.800",""
"C0F850","2019-07-04 04:00:00","379.000","187.000","1.700","27.000","0.640","966.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.000",""
"C0AH50","2019-07-04 04:00:00","275.000","0.000","0.000","26.000","0.990","978.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.900",""
"C0Z160","2019-07-04 04:00:00","124.000","191.000","0.900","26.200","0.920","996.300","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","18.900",""
"C0R540","2019-07-04 04:00:00","17.000","84.000","1.700","25.900","0.910","1008.600","-99.000","4.000","-99.000","-99.000","-99.000","27.600","","25.900",""
"C0K480","2019-07-04 04:00:00","56.000","172.000","2.300","27.000","0.770","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.800",""
"C0H890","2019-07-04 04:00:00","440.000","208.000","0.300","24.200","0.920","960.900","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.900",""
"C0S770","2019-07-04 04:00:00","375.000","306.000","0.800","26.600","0.730","967.200","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.200",""
"C0X230","2019-07-04 04:00:00","29.000","152.000","2.800","26.000","0.830","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.200",""
"C0B010","2019-07-04 04:00:00","38.000","0.000","0.200","26.200","0.970","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.100",""
"C0R490","2019-07-04 04:00:00","49.000","159.000","1.200","25.900","0.900","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.500",""
"C0V440","2019-07-04 04:00:00","27.000","111.000","1.200","24.500","0.900","1006.900","-99.000","1.000","-99.000","-99.000","-99.000","25.300","","24.500",""
"C0Z280","2019-07-04 04:00:00","224.000","0.000","0.000","24.900","0.970","984.900","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.800",""
"C0Z070","2019-07-04 04:00:00","247.000","0.000","0.000","25.000","0.990","981.500","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0K470","2019-07-04 04:00:00","97.000","103.000","1.300","25.300","0.870","998.200","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.200",""
"C0V650","2019-07-04 04:00:00","28.000","137.000","2.400","26.100","0.920","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0H9C0","2019-07-04 04:00:00","3402.000","325.000","1.100","9.300","1.000","678.600","-99.000","0.500","-99.000","-99.000","-99.000","9.700","","8.800",""
"C0U780","2019-07-04 04:00:00","15.000","274.000","1.200","27.000","0.910","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.000",""
"C0U760","2019-07-04 04:00:00","22.000","354.000","0.300","25.700","0.990","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.600",""
"C0X290","2019-07-04 04:00:00","10.000","147.000","2.700","26.300","0.850","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0R420","2019-07-04 04:00:00","504.000","66.000","1.100","22.900","-99.000","950.000","-99.000","1.000","-99.000","-99.000","-99.000","23.400","","22.900",""
"C0E830","2019-07-04 04:00:00","37.000","176.000","3.200","29.200","0.660","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.400",""
"C0K330","2019-07-04 04:00:00","38.000","201.000","0.800","25.900","0.840","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.200",""
"C0M660","2019-07-04 04:00:00","40.000","166.000","2.300","26.600","0.810","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.900",""
"C0D580","2019-07-04 04:00:00","120.000","0.000","0.000","25.100","0.910","994.200","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.600",""
"C0R640","2019-07-04 04:00:00","21.000","86.000","3.200","26.400","0.940","1009.000","-99.000","13.000","-99.000","-99.000","-99.000","26.900","","26.100",""
"C0E810","2019-07-04 04:00:00","53.000","190.000","1.600","28.000","0.700","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.600",""
"C0G830","2019-07-04 04:00:00","27.000","153.000","1.400","26.000","0.990","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.900",""
"C0A550","2019-07-04 04:00:00","422.000","0.000","0.000","23.200","1.000","963.100","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.200",""
"C0G750","2019-07-04 04:00:00","31.000","188.000","2.000","26.500","0.800","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.400",""
"C0Z270","2019-07-04 04:00:00","343.000","0.000","0.000","25.400","0.910","971.500","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.200",""
"C0UA30","2019-07-04 04:00:00","1397.000","120.000","2.100","19.500","1.000","860.800","-99.000","1.000","-99.000","-99.000","-99.000","20.200","","19.100",""
